true label       probabilities        predicted label
0.0       0.9999407529830933       3
0.0       0.8982362151145935       4
0.0       0.540341317653656       3
0.0       0.9574946761131287       3
0.0       0.612394392490387       3
0.0       0.8358196020126343       4
0.0       0.951831579208374       4
0.0       0.9993357062339783       3
0.0       0.744953453540802       3
0.0       0.9807261824607849       4
0.0       0.9997336268424988       3
0.0       0.9014008045196533       4
0.0       0.9786020517349243       3
0.0       0.5142780542373657       3
0.0       0.9599559903144836       3
0.0       0.8288844227790833       4
0.0       0.8619962334632874       3
0.0       0.9996203184127808       3
0.0       0.3986842632293701       4
0.0       0.6812145113945007       3
0.0       0.5740689039230347       4
0.0       0.9999285936355591       3
0.0       0.9996823072433472       3
0.0       0.9306652545928955       3
0.0       0.7591286301612854       4
0.0       0.9515374898910522       4
0.0       0.9553501009941101       3
0.0       0.999467670917511       3
0.0       0.960446834564209       4
0.0       0.8887007236480713       4
0.0       0.9719215035438538       3
0.0       0.6709225177764893       4
0.0       0.5922399163246155       4
0.0       0.7803678512573242       4
0.0       0.8250260353088379       4
0.0       0.6444650292396545       4
0.0       0.718222975730896       3
