true label       probabilities        predicted label
2.0       0.9120651483535767       3
4.0       0.9999978542327881       4
2.0       0.999487042427063       3
3.0       0.9999769926071167       3
3.0       0.7468023300170898       4
3.0       0.9999426603317261       3
3.0       1.0       3
3.0       0.9977237582206726       3
3.0       0.9996724128723145       3
3.0       1.0       3
3.0       0.9999998807907104       3
4.0       0.9999998807907104       4
3.0       1.0       3
3.0       0.9999783039093018       3
4.0       0.9999963045120239       4
4.0       0.9997733235359192       4
4.0       0.9999994039535522       4
4.0       1.0       4
3.0       0.9999686479568481       3
4.0       0.9998815059661865       4
3.0       0.9999980926513672       3
4.0       0.9999998807907104       3
4.0       0.9987988471984863       4
3.0       0.9966843724250793       3
3.0       1.0       3
1.0       0.909042239189148       1
3.0       1.0       3
3.0       1.0       3
2.0       0.999721348285675       3
4.0       1.0       4
3.0       1.0       3
0.0       0.9546151161193848       1
3.0       0.9999998807907104       3
4.0       0.9999152421951294       4
3.0       1.0       3
2.0       0.9889119863510132       3
3.0       0.999845027923584       3
2.0       0.9999825954437256       3
4.0       0.994664192199707       4
3.0       1.0       3
2.0       0.9976696372032166       1
3.0       1.0       3
3.0       1.0       3
4.0       0.9999614953994751       4
4.0       0.9244568347930908       4
4.0       0.9999953508377075       3
3.0       0.9999375343322754       3
3.0       0.9999301433563232       3
3.0       1.0       3
4.0       0.9486443996429443       1
3.0       0.9818015694618225       3
3.0       1.0       3
3.0       1.0       3
3.0       0.9974253177642822       3
3.0       0.9981980919837952       3
4.0       0.5427376627922058       4
4.0       0.9998407363891602       4
3.0       0.9990289211273193       3
3.0       0.9999995231628418       3
3.0       0.9999896287918091       3
4.0       0.9999401569366455       4
4.0       0.9997308850288391       4
4.0       0.999993085861206       4
3.0       0.9999996423721313       3
3.0       0.9990278482437134       3
3.0       0.9969751834869385       3
0.0       0.8345210552215576       1
4.0       0.9999967813491821       4
3.0       0.9999998807907104       3
4.0       1.0       4
4.0       1.0       4
3.0       0.9999998807907104       3
3.0       1.0       3
3.0       0.7638223171234131       4
3.0       1.0       3
4.0       0.9999998807907104       4
3.0       0.99898761510849       3
3.0       0.9903990030288696       3
3.0       0.9998551607131958       3
3.0       1.0       3
3.0       1.0       3
4.0       0.999932050704956       4
3.0       0.9998181462287903       3
4.0       0.9902054667472839       4
3.0       0.9737886786460876       3
3.0       0.9999985694885254       3
4.0       0.9999904632568359       4
4.0       0.832230806350708       3
3.0       1.0       3
3.0       0.9987040758132935       3
3.0       0.9999942779541016       3
3.0       0.9610537886619568       3
3.0       1.0       3
4.0       0.9999986886978149       4
3.0       0.9985377788543701       3
3.0       1.0       3
4.0       0.9909676909446716       4
3.0       0.9999650716781616       3
3.0       1.0       3
4.0       0.5969620943069458       4
4.0       0.904144287109375       1
3.0       0.5291240811347961       4
3.0       0.9999904632568359       3
4.0       0.557425320148468       3
4.0       0.9999964237213135       4
3.0       0.4224868416786194       3
3.0       1.0       3
3.0       0.9985224604606628       3
4.0       0.9999306201934814       4
4.0       0.9998772144317627       4
3.0       1.0       3
3.0       1.0       3
3.0       1.0       3
3.0       1.0       3
4.0       0.9999899864196777       4
4.0       0.9996896982192993       4
3.0       0.9997517466545105       3
3.0       0.9999998807907104       3
3.0       1.0       3
0.0       0.756271243095398       3
3.0       0.9934804439544678       3
3.0       1.0       3
3.0       0.9999997615814209       3
3.0       0.9899061322212219       3
3.0       0.9994076490402222       3
3.0       0.9999997615814209       3
3.0       0.8509398698806763       3
4.0       0.997550904750824       4
3.0       0.9924871921539307       3
1.0       0.8863263130187988       1
4.0       0.9999864101409912       4
2.0       0.9579285383224487       3
3.0       1.0       3
3.0       0.9999997615814209       3
4.0       0.9998960494995117       4
3.0       0.9987474679946899       3
3.0       0.9996817111968994       3
4.0       1.0       4
3.0       0.9922116994857788       3
3.0       1.0       3
3.0       1.0       3
4.0       0.9979097247123718       4
3.0       1.0       3
3.0       1.0       3
4.0       0.6206223368644714       3
3.0       0.9997503161430359       4
3.0       1.0       3
3.0       1.0       3
4.0       0.9789620041847229       3
3.0       1.0       3
2.0       0.7203117609024048       3
2.0       0.9961124062538147       3
3.0       0.9991387128829956       3
3.0       0.9999125003814697       3
4.0       1.0       4
3.0       0.9998990297317505       3
4.0       0.9999986886978149       4
3.0       1.0       3
3.0       0.41687142848968506       4
3.0       0.9999942779541016       3
3.0       1.0       3
3.0       0.4871169626712799       4
3.0       0.8725150227546692       3
3.0       0.9952495098114014       3
3.0       0.9976376295089722       3
4.0       0.7729618549346924       4
4.0       0.9300374984741211       1
4.0       1.0       4
3.0       1.0       3
4.0       1.0       4
4.0       0.8197768926620483       4
1.0       0.9687726497650146       1
3.0       0.9999967813491821       3
3.0       1.0       3
3.0       0.999894380569458       3
4.0       0.999250590801239       4
4.0       0.999996542930603       4
4.0       1.0       4
2.0       0.9990353584289551       3
4.0       0.999964714050293       4
