true label       probabilities        predicted label
0.0       0.7161300182342529       3
0.0       0.4913865327835083       3
0.0       0.8322281837463379       3
0.0       0.9517253637313843       3
0.0       0.9434522986412048       3
0.0       0.5782768130302429       4
0.0       0.9530931115150452       4
0.0       0.5909838080406189       4
0.0       0.8420698642730713       3
0.0       0.7883199453353882       4
0.0       0.7960010170936584       3
0.0       0.7401580810546875       3
0.0       0.6887631416320801       3
0.0       0.36981821060180664       4
0.0       0.6397683620452881       3
0.0       0.7835010886192322       4
0.0       0.879428505897522       3
0.0       0.9617698788642883       4
0.0       0.718575656414032       3
0.0       0.5039658546447754       3
0.0       0.6950503587722778       3
0.0       0.7173281311988831       4
0.0       0.6076905727386475       4
0.0       0.5844908952713013       3
0.0       0.7106199264526367       4
0.0       0.621272087097168       3
0.0       0.5293386578559875       4
0.0       0.6661891341209412       3
0.0       0.6456380486488342       4
0.0       0.7454095482826233       4
0.0       0.6836510300636292       3
0.0       0.6538977026939392       4
0.0       0.6065691709518433       4
0.0       0.9583795666694641       4
0.0       0.4841367304325104       3
0.0       0.6200454235076904       3
0.0       0.922902524471283       3
